Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
"KUHN, Maria",Christmas card:  (Head of an old bearded man),,graphics,gift,1987,,1920,1981,Australia,1947
"TJAMPITJIN, Sunfly",Poyarri,,painting,gift,2005,,1916,1996,,1988
"PAGE, Charles",Cloncurry (from 'Journeys north' portfolio),,photography,museum accession,1987,,1946,,Australia,1986
M/M (Paris),Annlee in Anzen Zone (A film by Dominique Gonzalez-Foerster),,graphics,museum accession,2004,,1992,,France,2001
REGENCY STYLE,Pot cupboard,,object,bequest,1975,,1811,1830,,1820
"LAWRENCE, Mary",Footed bowl with handles,,object,gift,1982,,1867,1955,Australia,1925
"BROWN, Mike",Mirg's migration into heaven-heaven,,painting,gift,1998,,1938,1997,New Zealand,1961
"DYSON, Will (Creator)",Australian tunnellers near Nieuport (from 'Australia at war' series),,graphics,gift,1919,,1880,1938,,1917
"SULLIVAN, Edmund Joseph (Creator)","The reign of justice (from 'The ideals', the second part of 'The Great War: Britain's efforts and ideals shown in a series of lithographic prints' series)",,graphics,museum accession,1954,,1869,1933,,1917
"GILL, S.T. (Creator)",Stockman (from 'The Australian sketchbook'),,graphics,museum accession,1962,,1818,1880,,1865
"McHAFFIE, Rob","Nick Cave, yoga and NYC",,painting,gift,2008,,1979,,Australia,2008
UNKNOWN,Old Jew with book,,sculpture,bequest,1995,,,,Germany,
"JEWELL, Sharon",Urbi et Orbi,,sculpture,gift,1997,,1964,,Australia,1996
"HURSE, Lachlan",(Artwork for 'Rock against Petersen'),,graphics,bequest,1991,,1958,,Australia,1983
UNKNOWN,Cup,,object,bequest,1975,,,,China,
UNKNOWN,Pair of vases,,object,bequest,1983,,,,,
EASTERN HAN TYPE,Granary jar,,object,bequest,1953,,,,China,
UNKNOWN,Vase,,object,museum accession,1979,,,,Japan,1860
UNKNOWN,Double gourd vase,,object,museum accession,1979,,,,China,
"FAIRWEATHER, Ian",Two Philippine children,,painting,museum accession,1984,,1891,1974,United States,1934
"GIMBLETT, Max",The William Gibson suite - 6 (Gate),,graphics,gift,2000,,1935,,New Zealand,1988
"DANGAR, Anne",La Vierge et l'enfant Jésu,,object,gift,2007,,1885,1951,United States,1934
CHINESE STYLE,Robe,,object,gift,1979,,,,China,1870
"WILLIAMS, Fred (Creator)",Acacias (from 'Fred Williams lithographs 1976-1978' portfolio),,graphics,museum accession,1983,,1927,1982,,1976
"WILLIAMS, Fred (Creator)",Wild Dog Creek II (from 'Fred Williams lithographs 1976-1978' portfolio),,graphics,museum accession,1983,,1927,1982,,1976
UNKNOWN,Inro with netsuke:  (chrysanthemum motif),,object,bequest,1985,,,,Japan,
"McDONALD, Robyn (Creator)",This is not a civilised society,,graphics,bequest,1991,,1958,,,1991
"KLEIN, Deborah",Anon,,graphics,museum accession,1999,,1951,,Australia,1998
"NOLAN, Sidney (Creator)",Carcase (no. 9 from 'Dust' series),,graphics,gift,1978,,1917,1992,,1971
"STREETON, Arthur","St. Mark's, Venice",,painting,museum accession,1972,,1867,1943,Australia,1908
"O'MALLEY, Glen","23 December 1986, Slade Point, Mackay - Linda's husband had painted parts of his motorcycle and hung them on the back verandah.  The backyard led down to the Pacific Ocean (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1948,,Australia,1986
"LEWIS, Martin","Homeward bound, Japan",,graphics,gift,1975,,1881,1962,United States,1926
"LINDSAY, Percy",'Wollogorang' near Goulburn,,graphics,museum accession,1976,,1870,1952,Australia,
"MORIOKA, Kansuke",Where man is,,graphics,gift,1976,,1941,,Japan,1975
"STILLFRIED-RATENICZ, Baron Raimund von (Creator)",(Daimyo lord with bodyguards) (from 'Japan' album),,photography,gift,2010,,1871,1839,Japan,
"DUPAIN, Max","Sugar mill, unidentified, North Queensland",,photography,gift,1987,,1911,1992,New Zealand,1987
"LYMBURNER, Francis",(Actor wearing mask of bird over head),,graphics,bequest,1977,,1916,1972,Australia,1952
"BUSTARD, William","(Studies of a baby's head, hands and legs)",,graphics,gift,1980,,1894,1973,United States,
"ROMANO, Clare",Desert canyon,,graphics,museum accession,1982,,1922,,United States,1978
"BOYD, Arthur (Creator)",(Untitled) (from 'Narcissus suite' portfolio),,graphics,gift,1986,,1920,1999,,1984
"PAGE, Charles",Collinsville mine (from 'Journeys north' portfolio),,photography,museum accession,1987,,1946,,Australia,1986
"FINCH, Lynette",Authorities warn:  Reagan is a health hazard,,graphics,assisted purchase,1990,,1959,,Australia,1982
"VILLERS, André",Pliages d'ombres,,photography,gift,1985,,,,France,
PINCHES (Medallist),Medallion:  Veronica faciem Christi tersil,,object,bequest,1982,,1900,1972,Australia,1963
"TOYOKUNI, Utagawa",Onoe Matsusuke as a samurai,,graphics,museum accession,1967,,1769,1825,Japan,1820
"MARTIN, Lin","Keith Spooner, engine driver, Proserpine Sugar Mill (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1953,,Australia,1986
MASAKAZU,Netsuke:  (Shojo with long flowing hair),,sculpture,bequest,1985,,1837,1891,Japan,1850
"WILSON, Eric",The rock pool,,graphics,museum accession,1962,,1911,1946,United States,1946
"NOLAN, Sidney (Creator)",Carcase (no. 17 from 'Dust' series),,graphics,gift,1978,,1917,1992,,1971
AH XIAN,"(Disembodied hand, bandaged in lower register)",,painting,gift,2008,,1960,,United States,1993
"WREFORD, Don",Organic form,,object,museum accession,1987,,1942,,Australia,1986
"MORGAN, Glynn",Landscape,,graphics,gift,1951,,,,,
"PARKER, Harold (Creator)",Spring awakening,,sculpture,gift,2000,,1873,1962,,1913
"IYUNA, James",Namorrgon,,painting,gift,2007,,1959,2016,Australia,1992
"GIBSON, Bessie",(Sail boat on the Seine),,painting,bequest,1977,,1868,1961,Australia,
BOHEMIAN STYLE,Beaker,,object,bequest,1975,,,,Czech Republic,1840
UNKNOWN,Handkerchief,,object,bequest,1975,,,,Belgium,1875
"STEWART, Jeff (Creator)",The ugly face of racism - boycott the Commonwealth Games,,graphics,gift,1993,,1950,,,1982
UNKNOWN,Large blue suiban (vase) (with bamboo style sides),,object,gift,1990,,,,Japan,
"NEVILLE-ROLFE, Harriet Jane","Young colts let loose, some hobbled, after their first day's training",,painting,gift,1964,,1850,1928,United States,1884
UNKNOWN,Saucer,,object,bequest,1975,,,,,
UNKNOWN,Bodice,,object,museum accession,1972,,,,,1880
"PAGE, Charles","Aluminium refinery, Gladstone (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1946,,Australia,1987
"HOKUSAI, after Katsushika (Creator)",At Choshi in Shimosa Province (no. 21 from a set of twenty-five reprints),,graphics,gift,1990,,1760,1849,,1955
"GADJARWALA, Michael",Lorrkon (Burial pole),,sculpture,gift,2006,,1948,,Australia,2006
"HIPKINS, Gavin",St Arnauld (Forest) (from 'The Homely' series 1997-2000),,photography,assisted purchase,2008,,1968,,New Zealand,2000
"HIPKINS, Gavin",Sydney (Snake) (from 'The Homely' series 1997-2000),,photography,assisted purchase,2008,,1968,,New Zealand,1999
"REIHANA, Lisa",Ranginui (from 'Digital Marae' series),,photography,gift,2008,,1964,,New Zealand,2007
UNKNOWN,Shikishi:  (a monk meditating by a waterfall),,painting,gift,1990,,,,Japan,1900
"L'ESTRANGE, Sally (Creator)",June (from 'Like a Book of Hours' series),,graphics,gift,1992,,1953,,,1991
"TUCKER, Albert",Fisherman's Bend,,painting,gift,1970,,1914,1999,Australia,1941
"CONZ, Francesco","(Dick Higgins, Meran Castle)",,photography,gift,1995,,1935,2010,Italy,1989
"LANCELEY, Colin",Breakfast after the revolution,,graphics,museum accession,1976,,1938,2015,New Zealand,1976
"RUSCHA, Edward",Crackers,,object,gift,2007,,1937,,United States,1969
"FINCH, Lynette (Creator)",Stress - it's more than a six letter word (from untitled series),,graphics,gift,1991,,1959,,,1987
"LINK, O. Winston","Hawksbill Creek swimming hole, Luray, Virginia",,photography,assisted purchase,2008,,1914,2001,United States,1956
"TOYOKUNI, after Utagawa",The beauty going to an appointment,,graphics,museum accession,1967,,1769,1825,Japan,
"GIBSON, Jeff",dis Engage (from 'disPOSTERS' series),,graphics,museum accession,1989,,1958,,Australia,1986
"BARNES, Robert",Valley,,painting,gift,1991,,1947,,Australia,1989
"BRULY BOUABRÉ, Frédéric",Biere d'Abbaye (from 'Publicités' series),,graphics,gift,2010,,1923,2018,Ivory Coast,2007
"MURAKAMI, Takashi",Machikado-kun (from 'Takashi Murakami mini Museum' set),,object,gift,2008,,1962,,Japan,
"CHALLIS, Ebenezer",The Cathedral of Lyons,,graphics,museum accession,1967,,1831,,,1831
"NEVILLE-ROLFE, Harriet Jane","Native cherry bushes, Lanark",,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane",Shingle-back lizard and native fuschia,,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane",Queensland wrens (unfinished),,painting,gift,1964,,1850,1928,United States,1883
"LANKES, J.J.",Sunday afternoon,,graphics,,,,1884,1960,United States,1936
"HEAL, Kathleen (Creator)",The last frontier (from 'Family' portfolio),,graphics,assisted purchase,1995,,1974,,Australia,1995
"GILL, S.T. (Creator)",Cattle branding (from 'The Australian sketchbook'),,graphics,museum accession,1962,,1818,1880,,1865
"MATHEWSON, Thomas",(Family group with five children),,photography,gift,2010,,1842,1934,Australia,
"WERNER, Richard",Scene in Spring Hill,,graphics,gift,1996,,1932,,United States,1952
"IDA, Shoichi (Creator)",Paper:  Surface is the between vertical and horizon - Between on the paper and on the surface (from 'Complex contact' series),,graphics,museum accession,1996,,1941,2006,,1983
DANG Thi Khue,A pair of hands and stars (centre panel of triptych),,painting,gift,1996,,1946,,Vietnam,1995
"MALANI, Nalini",Mutant III (from 'B' series),,graphics,gift,1996,,1946,,India,1996
"BRAUER, Johannes",Tiger auf Streifzug (Roving tiger),,graphics,gift,1966,,1905,,Germany,1960
"YANG, William","""House at Graceville."" Brisbane. 1970. (from 'About my mother' portfolio)",,photography,gift,2004,,1943,,Australia,2003
"PAM, Max","Sidem - a nice man with whom I spent a week in Tanzania, African journal (from 'Indian Ocean Journals')",,photography,gift,2009,,1949,,Australia,1996
"GILL, S.T.",Untitled (near Port Albert),,graphics,gift,1969,,1818,1880,United States,1839
"WUNBAE, Chief Louis",Mague ne wurwur (ranking black palm) grade 7,,sculpture,assisted purchase,2008,,1951,,,1985
MANSAK FAMILY,Temar ne ari (ancestor spirit),,,assisted purchase,2008,,,,,1995
"LOMER, Albert",(Two women dressed in Salvation Army attire),,photography,gift,2009,,1862,1905,New Zealand,1880
"GRAHAM, Anne",1st month:  Pier (from 'Twelve months Australia' series),,painting,museum accession,1976,,1925,,Australia,1976
UNKNOWN,Spoons (pair),,object,bequest,1975,,,,Germany,1834
"FINCH, Lynette (Creator)",Women in unions used to lack role models (from untitled series),,graphics,gift,1991,,1959,,,1987
"McDIARMID, David (Creator)","Some of us get out of it, some of us don't.  All of us fuck with condoms - every time! (from untitled series)",,graphics,gift,1993,,1952,1995,,1992
"MILLER, William (Engraver)",Loch Lomond (from Samuel Roger's 'Poems'),,graphics,gift,1953,,1796,1882,,1833
"McCONNELL, Phillip",Tea bowl,,object,gift,2006,,1947,,Australia,1995
"MYE, Charlotte",Basket,,,gift,2011,,1949,,Australia,2011
"KUNISADA II, Utagawa",A New Year's interview (left-hand panel of triptych),,graphics,museum accession,1976,,1823,1880,Japan,1856
"GIBSON, Bessie",The black beret,,painting,bequest,1977,,1868,1961,Australia,
"PATE, Klytie",Vase,,object,gift,1991,,1912,2010,Australia,1991
"McMAHON, Marie",The D'oyley show,,graphics,bequest,1991,,1953,,New Zealand,1979
"MERCER, Robert","Jermaine Luke, David Freier, Ben Yam, Gibson Yam, Kowanyama, Cape York (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1949,,United States,1987
"UTAMARO, attrib. to Kitagawa (Creator)",Love mortifying (no. 14 from a set of twenty-five reprints),,graphics,gift,1990,,1753,1806,,1955
"STEVENSON, Michael",Curatorial protocols: Who gets in exhibitions,,sculpture,gift,2009,,1964,,New Zealand,1996
"McBURNIE, Ron",The bath (from 'Bridge prints' series),,graphics,bequest,1989,,1957,,Australia,1981
UNKNOWN,Sculpture:  (the immortal Liu Hai with his three-legged toad and cash),,sculpture,museum accession,1979,,,,China,
"RISLEY, Tom",Drum,,sculpture,museum accession,1985,,1947,2010,Australia,1985
"GAZZARD, Marea",Sculpture: Leru I (from the Uluru II series),,object,museum accession,1981,,1928,2013,New Zealand,1979
"MERCER, Robert","Man's body, Laura Dance Festival, Cape York (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1949,,United States,1986
SHARAKU,Sumo wrestlers (reprint),,graphics,gift,1990,,1794,,Japan,
"BUSTARD, William","(Studies of a baby looking into a bottle, and a baby's legs and eyes)",,graphics,gift,1980,,1894,1973,United States,1940
"ENRIGHT, Malcolm",Body/Paint (no. 81 from 'Another inseparable' series),,graphics,museum accession,1990,,1949,,Australia,1985
BOHEMIAN STYLE,Beaker,,object,bequest,1975,,,,Czech Republic,1840
"FLIGHT, BARR & BARR (WORCESTER)",Part tea-set,,object,gift,1996,,1813,1840,,1820
"SMITH, Frank William (Will)",Untitled (woman's head),,graphics,gift,1980,,1917,1993,Australia,1937
"ARBUZ, Mark (Creator)",South Sydney Festival,,graphics,gift,1993,,1953,2023,,1979
"BANDAK, Nym",Ngakumarl painting (Murrinhpatha totemic landscape),,painting,gift,1972,,1904,1981,Australia,1959
"FRISTRÖM, Oscar","View at Oxley, Brisbane",,painting,gift,1976,,1856,1918,United States,1912
"FIELDING, Anthony Vandyke Copley",Small two-masted sailboat,,painting,museum accession,1977,,1787,1855,,1840
"STRINGER, Richard","Swamp, Amity",,photography,museum accession,1987,,1936,,Australia,1986
"WILLIAMS, Fred",Nude,,graphics,museum accession,1972,,1927,1982,Australia,1947
"YOUNGER, Jay",Combust III,,photography,gift,1997,,1960,,Australia,1991
"HANRAHAN, Barbara",Winter,,graphics,gift,2006,,1939,1991,South Africa,1977
GROOTE EYLANDT COMMUNITY,"The parrot fish, Jambirikwa",,painting,gift,1991,,,,Australia,1948
"CREIGHTON, Norman",Strathavon Game,,object,museum accession,1981,,1943,,Australia,1981
"LINDSAY, Lionel","Mosque and bridge, Cordoba",,painting,museum accession,1975,,1874,1961,Australia,1922
UNKNOWN,Netsuke:  (travelling showman with monkey),,sculpture,bequest,1985,,,,Japan,
"McDOWELL, Lynne",Jar with shino glaze,,object,museum accession,1982,,1952,,Australia,1982
"JOHANSEN, Midge",Sculpture: Housebound,,object,museum accession,1982,,1950,,Australia,1982
"PAMBONO, Anton",Basket,,,assisted purchase,2009,,1968,,Papua New Guinea,2008
"HIRSCHFELD-MACK, Ludwig",Two faces,,graphics,gift,1976,,1893,1965,United States,1957
"O'MALLEY, Glen","25 April 1987, Shailer Park - John was studying for accounting exams at his wife's parents house (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1948,,Australia,1987
JOSIAH WEDGWOOD & CO. (Manufacturer),Vase,,object,gift,1990,,1759,1854,,1940
"BRODZKY, Horace",Clixby Watson,,graphics,museum accession,1974,,1885,1969,Australia,1943
"McLACHLAN, Hugh",Brooch: Cockatoo at watertank,,,museum accession,1981,,1955,,Australia,1981
SANTA CLARA PUEBLO,Double-necked bottle,,object,museum accession,1977,,,,United States,1900
"STREULI, Beat",Bruxelles 05/06,,photography,gift,2008,,1957,,Switzerland,2006
UNKNOWN (Creator),International Women's Day 1990,,graphics,gift,1991,,,,,1990
MARY GREGORY STYLE,Water carafe and tumbler,,object,bequest,1983,,,,United States,1890
"McMAHON, Marie (Creator)",Tin Sheds Benefit,,graphics,gift,1993,,1953,,,1977
"EISHI, Hosoda",Three courtesans,,graphics,gift,1990,,1756,1829,Japan,
"RICARDO, Geoffrey",Untitled (endpiece) (from 'Ballad (fragments)' book),,graphics,gift,1994,,1964,,Australia,1993
"LONG, Sydney",York,,painting,bequest,1977,,1871,1955,New Zealand,1916
"SCHLUNKE, David Hugh",Winter,,painting,assisted purchase,1978,,1942,,New Zealand,1978
"McCONNELL, Carl",Dish,,object,gift,1987,,1926,2003,Australia,1980
"McKAY, Ian (Potter)",Bamboo vase,,object,gift,1990,,1943,1990,New Zealand,1984
"McKAY, Ian",Tea bowl,,object,gift,1990,,1943,1990,Australia,1990
"GIMBLETT, Max",New Zealand blue - 3,,graphics,gift,2000,,1935,,New Zealand,1977
"ALLEN, S. (Engraver)",The banks O'Doon,,graphics,museum accession,1967,,1860,,,
"GIMBLETT, Max (Artist)",Gimblett/Yau collaboration - 7,,graphics,gift,2000,,1935,1950,United States,1997
"UNSWORTH, Ken (Creator)",Villa des Vergessens V (from 'AUS Australien' 1988 portfolio),,graphics,bequest,1989,,1931,,,1987
"HESTERMAN, Heather",Unfolding of self,,graphics,museum accession,1996,,1967,,,1995
"LUONG, Tran Dong (Collaborating artist)",(Scene with huts in flames) (from 'The War of Resistance against the French' series),,graphics,gift,1997,,1925,1932,Vietnam,1953
"NAUMAN, Bruce (Creator)",M. Ampere,,graphics,museum accession,1996,,1941,,,1973
"KUSHNER, Robert (Creator)",May,,graphics,museum accession,1996,,1949,,,1994
DR WALL (WORCESTER),Trio:  Rich Kakiemon,,object,gift,1997,,1751,1783,,1765
"MTHIMKHULU, Simon",Two black moving objects (from 'Volatile alliances' 1995 portfolio),,graphics,gift,1998,,,,South Africa,1994
"DOBELL, William","Untitled (sheet of figure studies, New Guinea)",,graphics,museum accession,1973,,1899,1970,New Zealand,
"GIMBLETT, Max (Artist)",Gimblett/Yau collaboration - 4 (The marriage of words and pictures),,graphics,gift,2000,,1935,1950,United States,1991
"MYE, Charlotte",Basket,,,gift,2010,,1949,,Australia,2010
"ROBERTS, F.J. Martyn","St. Stephen's Cathedral, Brisbane",,painting,gift,1985,,1871,1963,United States,1892
"BOYD, Arthur (Creator)",(Untitled) (from 'Narcissus suite' portfolio),,graphics,gift,1986,,1920,1999,,1984
"BOYD, Arthur (Creator)",(Untitled) (from 'Narcissus suite' portfolio),,graphics,gift,1986,,1920,1999,,1984
"OLDAY, John",Storm tossed,,graphics,gift,1957,,1905,1977,United States,
"KEMPSON, Michael (Collaborating artist)","The Right Hon. J.W. Howard, a centenary of Federation tribute",,graphics,museum accession,2002,,1961,1964,New Zealand,2001
"McKENNA, Noel",Hospital change table,,painting,gift,2002,,1956,,Australia,1994
"PAREROULTJA, Reuben","Camel patrol, Central Australia",,painting,bequest,1979,,1916,1984,Australia,
"ROBSON, William",(Farm shed with a massed creeper),,photography,gift,1983,,1877,1932,Australia,1929
WOMEN'S DOMESTIC NEEDLEWORK GROUP,'For twenty years I saw women working beautiful crochet laces ...' (no. 5 from 'D'oyley show' series),,graphics,gift,1993,,1979,1986,New Zealand,1979
"GURRUWIWI, Malu",Banumbirr (Morning Star pole),,sculpture,gift,2004,,1942,2020,Australia,2003
"HIPKINS, Gavin",Napier (Tree) (from 'The Homely' series 1997-2000),,photography,assisted purchase,2008,,1968,,New Zealand,1999
"WIRRI, Elton",Ormiston Gorge in the West MacDonnell Ranges,,painting,gift,2008,,1990,,Australia,2008
"SHIGENOBU, Yanagawa",Tsukasa of the Ogiya,,graphics,gift,1992,,1787,1832,Japan,1825
"WAYNE, June (Creator)",The sunne rising (from 'John Donne:  Songs and sonets' book),,object,gift,1994,,1918,2011,,1958
